WorkspaceId,UserName,BundleId,IpAddress,ComputerName,State,RunningMode,Region,LastConnectionTime,DaysSinceLastLogin
ws-8wttg6jkj,aalvarez1,wsb-7v01w2s1n,10.113.45.18,EC2AMAZ-7R1B37C,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 18:07:37.031000-05:00,0
ws-crj8bj1hl,AMeteyer,wsb-6m4xgd4tz,10.135.77.54,VDICHWY-M0QP7JD,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-17 09:44:21.590000-05:00,9
ws-hq0xln8td,krowe3,wsb-6m4xgd4tz,10.135.79.84,VDICHWY-9GGVS2E,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 17:27:17.728000-05:00,0
ws-8b8y6cfbr,edimarco,wsb-6m4xgd4tz,10.135.69.19,VDICHWY-QICMFB9,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 02:20:43.504000-05:00,0
ws-7m73ck7vg,zjohnson5,wsb-6m4xgd4tz,10.135.64.162,VDICHWY-I9CU1ES,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 00:20:54.169000-05:00,1
ws-9c9plyb81,nminhas,wsb-1dtmwzl2v,10.113.36.102,EC2AMAZ-L79NQD4,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-21 20:18:51.079000-05:00,5
ws-c353fwk5w,vhodges,wsb-6m4xgd4tz,10.135.76.67,VDICHWY-RBG0JB3,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-gc0j1w2k1,gscotland,wsb-6m4xgd4tz,10.135.68.112,VDICHWY-GUL07AU,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-48qs1767p,icheatum,wsb-6m4xgd4tz,10.135.73.134,VDICHWY-LT5SG5T,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:53:49.479000-05:00,0
ws-058fkdnbp,vprice,wsb-6m4xgd4tz,10.135.77.198,VDICHWY-7U7CTC9,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:51:56.750000-05:00,0
ws-3hsbdm6h5,brenn,wsb-1dtmwzl2v,10.113.40.211,EC2AMAZ-82JU9H8,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-13 19:29:35.287000-05:00,13
ws-5jy9y4w10,ncurry,wsb-6m4xgd4tz,10.135.73.96,VDICHWY-94OQ1ES,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:50:56.994000-05:00,0
ws-69p4r9cz0,jbermudez3,wsb-6m4xgd4tz,10.135.79.7,VDICHWY-4KQ3SMS,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 22:30:10.733000-05:00,0
ws-fjyy9m7wr,kmestry,wsb-83j5dqqlr,10.113.37.71,EC2AMAZ-1ISHPE6,AVAILABLE,ALWAYS_ON,us-east-1,2022-07-13 11:16:56.617000-04:00,228
ws-6nv5hb3vn,mheavlow,wsb-6m4xgd4tz,10.135.74.24,VDICHWY-1UFML2A,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-23 01:46:34.538000-05:00,4
ws-1mc7hdxyq,asolis2,wsb-6m4xgd4tz,10.135.74.117,VDICHWY-F655HH4,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 16:48:24.744000-05:00,0
ws-d822t3fx9,ballen9,wsb-6m4xgd4tz,10.135.64.41,VDICHWY-Q2K3HNI,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 20:38:12.909000-05:00,1
ws-4xxtfl80j,dkupper,wsb-1dtmwzl2v,10.113.36.14,EC2AMAZ-SFVBNA8,STOPPED,AUTO_STOP,us-east-1,2022-05-10 06:33:27.273000-04:00,293
ws-1911s1g7c,agardewine,wsb-6m4xgd4tz,10.135.74.190,VDICHWY-KO3R059,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-24 10:20:36.442000-05:00,2
ws-97s5tmh41,snelson3,wsb-7v01w2s1n,10.113.39.30,EC2AMAZ-K8JOF6H,AVAILABLE,ALWAYS_ON,us-east-1,2023-01-22 00:40:54.231000-05:00,36
ws-jfvq55bx2,bbrettnacher,wsb-1dtmwzl2v,10.113.47.150,EC2AMAZ-ODAEIRG,STOPPED,AUTO_STOP,us-east-1,2023-02-22 21:27:47.493000-05:00,4
ws-gdy0xx1pg,evales,wsb-6m4xgd4tz,10.135.73.135,VDICHWY-KT444PN,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 22:42:55.069000-05:00,0
ws-cpfrksrdc,ATejada,wsb-7v01w2s1n,10.113.42.113,EC2AMAZ-MK4BKFJ,AVAILABLE,ALWAYS_ON,us-east-1,2022-12-23 07:00:32.008000-05:00,66
ws-vfpcr3w1k,abalbuena,wsb-6m4xgd4tz,10.135.69.255,VDICHWY-35PQTUP,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 12:28:17.568000-05:00,1
ws-fbyqc9txd,iribot,wsb-6m4xgd4tz,10.135.71.211,VDICHWY-8CJLK7A,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-2y54ww03s,jroberson4,wsb-83j5dqqlr,10.113.42.202,EC2AMAZ-M4D2B9P,AVAILABLE,ALWAYS_ON,us-east-1,2022-01-25 13:09:51.785000-05:00,397
ws-g6gh6trdj,sarmstron3,wsb-6m4xgd4tz,10.135.78.17,VDICHWY-K74P1BF,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-wsv01bh2s,ssinha,wsb-1dtmwzl2v,10.113.37.151,EC2AMAZ-I73JGEU,AVAILABLE,AUTO_STOP,us-east-1,2023-02-26 22:16:55.705000-05:00,0
ws-0jxbbnyll,kschafrane,wsb-6m4xgd4tz,10.135.79.20,VDICHWY-5A0LR0Q,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-19 03:36:30.571000-05:00,8
ws-8k8k4n71r,bjones54,wsb-6m4xgd4tz,10.135.70.159,VDICHWY-N34HQBV,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:52:45.536000-05:00,0
ws-dg49wn4cz,jlopez33,wsb-6m4xgd4tz,10.135.70.40,VDICHWY-MIBKROL,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 13:35:37.634000-05:00,1
ws-9dzvfpdzp,lmick,wsb-1dtmwzl2v,10.113.36.67,EC2AMAZ-JA63D43,AVAILABLE,ALWAYS_ON,us-east-1,2022-09-23 16:09:53.622000-04:00,156
ws-4d7dy921b,dsthillair,wsb-6m4xgd4tz,10.135.78.7,VDICHWY-JUP4KJ4,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-24 17:28:00.832000-05:00,2
ws-126xtc0p5,lsullender,wsb-1dtmwzl2v,10.113.43.231,EC2AMAZ-LAH5DO4,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:51:56.241000-05:00,0
ws-8zbvxwdtn,jkearney,wsb-8bpwhn3qb,10.135.77.156,EC2AMAZ-E79R7N3,AVAILABLE,ALWAYS_ON,us-east-1,2022-07-21 09:18:08.973000-04:00,221
ws-wvgnkyb2b,kkimbler,wsb-6m4xgd4tz,10.135.79.163,VDICHWY-7AB4BPR,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 17:17:35.193000-05:00,1
ws-j1z0rbkwh,khamilton4,wsb-1dtmwzl2v,10.113.40.45,EC2AMAZ-PILFRPB,AVAILABLE,ALWAYS_ON,us-east-1,2022-12-26 18:01:40.983000-05:00,62
ws-8lcmys27m,gmartinez1,wsb-6m4xgd4tz,10.135.65.125,VDICHWY-E8PSM28,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-28939jhtw,cgalvan1,wsb-6m4xgd4tz,10.135.73.91,VDICHWY-S6GEI5G,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 12:03:39.661000-05:00,1
ws-b90h8gh6t,acushion,wsb-6m4xgd4tz,10.135.78.230,VDICHWY-GDOHBIS,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-22 10:52:46.927000-05:00,4
ws-x6nq34g0f,ewright15,wsb-6m4xgd4tz,10.135.71.118,VDICHWY-IRNIOB2,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-24 22:25:41.289000-05:00,2
ws-cvc7clmhm,jthompson7,wsb-1dtmwzl2v,10.113.38.239,EC2AMAZ-12H768Q,AVAILABLE,ALWAYS_ON,us-east-1,2022-11-28 16:34:10.278000-05:00,90
ws-h25wbvfd2,jpilkingto,wsb-6m4xgd4tz,10.135.76.58,VDICHWY-3DI2HM4,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-09wm4rn3k,darmstron5,wsb-6m4xgd4tz,10.135.79.145,VDICHWY-6FGFHUJ,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 17:28:40.016000-05:00,0
ws-d3rs2r7q8,econtrera3,wsb-6m4xgd4tz,10.135.67.51,VDICHWY-CQGR2MJ,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 00:21:53.496000-05:00,0
ws-280lp53rn,scostantini,wsb-1dtmwzl2v,10.135.69.54,EC2AMAZ-G9I7K7I,AVAILABLE,ALWAYS_ON,us-east-1,2022-04-26 12:46:30.939000-04:00,306
ws-34wnl0f4w,sdesantis,wsb-6m4xgd4tz,10.135.73.63,VDICHWY-VCPQREA,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 18:57:44.981000-05:00,0
ws-17mvxs9dy,Dantonino,wsb-6m4xgd4tz,10.135.73.201,VDICHWY-TLHN9AC,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-2bmnjy733,amallahi,wsb-6m4xgd4tz,10.135.66.110,VDICHWY-CCMQB88,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 20:25:48.014000-05:00,0
ws-b0h5vvppq,lnguyen4,wsb-6m4xgd4tz,10.135.67.175,VDICHWY-VRADTF2,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-24 17:27:51.153000-05:00,2
ws-0ztntb0tj,lschiffman,wsb-6m4xgd4tz,10.135.64.51,VDICHWY-B62GKKL,STOPPED,AUTO_STOP,us-east-1,2023-02-26 19:59:21.630000-05:00,0
ws-0twbqbqst,rwojtak,wsb-6m4xgd4tz,10.135.78.221,VDICHWY-VE24S2G,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 14:42:55.869000-05:00,1
ws-7q9vpmgdk,swelsh4,wsb-6m4xgd4tz,10.135.68.29,VDICHWY-MIBLCRE,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:54:05.520000-05:00,0
ws-wwsyd45fv,ereed2,wsb-7v01w2s1n,10.113.36.155,EC2AMAZ-1DIN9V0,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:52:09.368000-05:00,0
ws-czmhgyw6x,smyers13,wsb-6m4xgd4tz,10.135.71.214,VDICHWY-2HGVS6Q,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-24 19:47:27.492000-05:00,2
ws-4zz7h25q5,vstevens2,wsb-6m4xgd4tz,10.135.79.151,VDICHWY-SS3OBBB,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:50:53.582000-05:00,0
ws-7tdfz1vkb,epacheco5,wsb-6m4xgd4tz,10.135.71.14,VDICHWY-DMUL072,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-24 22:58:37.633000-05:00,2
ws-5z6k17y9g,glopez9,wsb-6m4xgd4tz,10.135.67.35,VDICHWY-H786PJV,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 07:28:03.623000-05:00,1
ws-75rxj0qhj,apizarro1,wsb-6m4xgd4tz,10.135.65.151,VDICHWY-50L3I9G,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:52:05.024000-05:00,0
ws-hw1gphqr0,cfrench2,wsb-1dtmwzl2v,10.113.36.247,EC2AMAZ-5321EDM,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-16 20:55:55.324000-05:00,10
ws-41qslqgxx,bfehr,wsb-6m4xgd4tz,10.135.72.249,VDICHWY-2Q4QO9N,AVAILABLE,ALWAYS_ON,us-east-1,2023-01-06 15:32:09.962000-05:00,51
ws-c2xmbv0vc,cpacheco3,wsb-6m4xgd4tz,10.135.64.200,VDICHWY-46G13F7,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:53:34.404000-05:00,0
ws-0xfjsg8jl,dlawrence4,wsb-6m4xgd4tz,10.135.77.245,VDICHWY-B14NMHL,AVAILABLE,ALWAYS_ON,us-east-1,2022-11-21 02:29:03.761000-05:00,98
ws-743h3z8mw,emcfatridg,wsb-6m4xgd4tz,10.135.66.131,VDICHWY-326CURP,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 17:47:20.835000-05:00,1
ws-63rqq5ldh,cearly1,wsb-6m4xgd4tz,10.135.69.254,VDICHWY-9OU9QF3,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 00:11:06.366000-05:00,1
ws-drjgct5ht,tgarca,wsb-6m4xgd4tz,10.135.65.196,VDICHWY-GE1TAS9,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 20:47:41.924000-05:00,0
ws-cj4j9635w,ntweed,wsb-1dtmwzl2v,10.113.38.242,EC2AMAZ-OOOVNP0,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-21 18:57:11.110000-05:00,5
ws-vz9w564vh,thodgson,wsb-6m4xgd4tz,10.135.76.246,VDICHWY-F1SAR1J,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 00:08:08.855000-05:00,1
ws-5j01v8jgc,jhadley4,wsb-6m4xgd4tz,10.135.75.178,VDICHWY-REHI40B,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:52:14.698000-05:00,0
ws-0nmnj32lb,alang2,wsb-6m4xgd4tz,10.135.74.183,VDICHWY-D4JAOO8,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-21 12:58:27.819000-05:00,5
ws-3hrgx0qwp,mcavalier,wsb-6m4xgd4tz,10.135.77.144,VDICHWY-K36C411,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 01:03:56.776000-05:00,2
ws-vds6wg5dy,ssingarave,wsb-83j5dqqlr,10.113.38.250,EC2AMAZ-CERGT3U,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 06:55:59.714000-05:00,0
ws-g44zdgybn,msosa4,wsb-6m4xgd4tz,10.135.65.212,VDICHWY-HFK4VMV,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 19:47:46.764000-05:00,1
ws-h08hckmqf,cpayne3,wsb-1dtmwzl2v,10.113.39.45,EC2AMAZ-CKO8AVN,STOPPED,AUTO_STOP,us-east-1,2023-02-23 11:27:02.917000-05:00,3
ws-985kmn2d8,gwestberry,wsb-6m4xgd4tz,10.135.71.1,VDICHWY-IUVO8DG,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:54:03.547000-05:00,0
ws-xkzpn2yw5,amastrogia,wsb-6m4xgd4tz,10.135.69.181,VDICHWY-62E87BL,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:51:28.903000-05:00,0
ws-h7yl3g2gp,sjohnson29,wsb-6m4xgd4tz,10.135.67.139,VDICHWY-LNJ5CPF,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-gywkltlgs,tjeanpierr,wsb-6m4xgd4tz,10.135.70.19,VDICHWY-2R3E5DM,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:50:38.683000-05:00,0
ws-hb1tlrvwb,usiyak,wsb-dqxtkgx0n,10.113.36.101,EC2AMAZ-8CVI63R,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:51:11.519000-05:00,0
ws-v2glc384w,kburant,wsb-6m4xgd4tz,10.135.69.238,VDICHWY-HB0711C,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 16:58:05.120000-05:00,0
ws-gk5tql7jm,romwebu,wsb-6m4xgd4tz,10.135.70.173,VDICHWY-0HMDFP5,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:52:37.632000-05:00,0
ws-2vcphlyjc,skyle,wsb-1dtmwzl2v,10.113.47.29,EC2AMAZ-MLN0LMM,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-21 17:48:36.051000-05:00,5
ws-htvfzbl9d,mtaylor40,wsb-6m4xgd4tz,10.135.73.89,VDICHWY-9STO1HC,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-17 18:21:07.252000-05:00,9
ws-5mg35frx7,Mfinn,wsb-8bpwhn3qb,10.135.67.160,EC2AMAZ-4BHBP11,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-jw6gm6yt9,dyslava,wsb-6m4xgd4tz,10.135.69.61,VDICHWY-O7VRVJB,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-22 17:32:54.795000-05:00,4
ws-60t5k0h0f,jrivera40,wsb-6m4xgd4tz,10.135.64.215,VDICHWY-GE8O3JH,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 20:22:52.189000-05:00,0
ws-4kbzsfffx,nphilistin,wsb-6m4xgd4tz,10.135.73.22,VDICHWY-8GINQEP,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:50:34.643000-05:00,0
ws-3hswr7rfk,mhamrick,wsb-6m4xgd4tz,10.135.65.45,VDICHWY-8AHC3BT,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 19:47:36.446000-05:00,1
ws-fpsdpckfc,cmartin5,wsb-1dtmwzl2v,10.113.39.109,EC2AMAZ-JF17344,AVAILABLE,ALWAYS_ON,us-east-1,2022-10-17 09:53:33.934000-04:00,133
ws-k5w2vg02c,fvalle,wsb-6m4xgd4tz,10.135.79.14,VDICHWY-I20JTKM,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 22:57:03.187000-05:00,0
ws-5mcg9l9kw,bbarrineau,wsb-6m4xgd4tz,10.135.73.29,VDICHWY-5N6AFQ6,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 00:37:51.652000-05:00,0
ws-53vg0yvj1,jfutrell,wsb-6m4xgd4tz,10.135.75.119,VDICHWY-G6V8CK1,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-b3vjnz4yd,bmartinez9,wsb-6m4xgd4tz,10.135.64.133,VDICHWY-MVIMD7A,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-1kp8y8z51,kfrazer,wsb-6m4xgd4tz,10.135.77.21,VDICHWY-PP1OU6S,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:53:13.463000-05:00,0
ws-2dds0z6z8,jthom,wsb-9jvhtb24f,10.113.37.67,WSAMZN-UQNRHAOR,AVAILABLE,ALWAYS_ON,us-east-1,2022-09-15 12:43:05.866000-04:00,164
ws-h21731cd1,nmiller11,wsb-6m4xgd4tz,10.135.65.229,VDICHWY-GNJS7U5,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 16:05:55.102000-05:00,0
ws-6tyxgmbx8,crhoad,wsb-6m4xgd4tz,10.135.76.239,VDICHWY-8QJN8NI,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 22:28:37.423000-05:00,0
ws-1nljh8x23,csanford1,wsb-7v01w2s1n,10.113.40.81,EC2AMAZ-OGAF232,STOPPED,AUTO_STOP,us-east-1,No login registered, 
ws-6nhhz1dzf,amohanty,wsb-dqxtkgx0n,10.113.38.35,EC2AMAZ-M085RV9,AVAILABLE,ALWAYS_ON,us-east-1,2022-07-12 09:57:22.144000-04:00,229
ws-blxhlxlpj,jransone,wsb-1dtmwzl2v,10.113.39.117,EC2AMAZ-12QSNJJ,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-49jl7cvj1,zcarlson,wsb-6m4xgd4tz,10.135.66.183,VDICHWY-UV29JD2,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 18:47:40.322000-05:00,0
ws-hgr28zjpt,cday3,wsb-dqxtkgx0n,10.113.41.176,EC2AMAZ-M63T3NF,STOPPED,AUTO_STOP,us-east-1,2022-10-04 09:48:53.953000-04:00,146
ws-f92nyc8b3,ldinson,wsb-6m4xgd4tz,10.135.74.170,VDICHWY-RSVRH4N,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:51:15.707000-05:00,0
ws-hw2gynhpd,swittman,wsb-6m4xgd4tz,10.135.64.217,VDICHWY-Q9NVFGA,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 19:59:00.487000-05:00,0
ws-x35pzz1m1,sthompson3,wsb-6m4xgd4tz,10.135.74.81,VDICHWY-JQI2DCH,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:52:18.980000-05:00,0
ws-4gp960gxk,kschutze,wsb-6m4xgd4tz,10.135.72.83,VDICHWY-3QEER6C,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-4bwgzdshp,aalvarad11,wsb-6m4xgd4tz,10.135.79.140,VDICHWY-36P8MM7,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 15:48:27.815000-05:00,0
ws-hzrs5p7b1,jbeaudoin,wsb-6m4xgd4tz,10.135.74.9,VDICHWY-9VIHDEE,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 18:29:04.430000-05:00,0
ws-7pmsghrpt,sbadilla,wsb-6m4xgd4tz,10.135.69.211,VDICHWY-OGHDTPS,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-40fdvw9mn,meggert,wsb-6m4xgd4tz,10.135.64.209,VDICHWY-5O958PA,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 03:29:48.670000-05:00,1
ws-jdrqksrk9,jtorres5,wsb-6m4xgd4tz,10.135.64.53,VDICHWY-6RM0324,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:51:02.338000-05:00,0
ws-w3z8npnbv,mraymond,wsb-6m4xgd4tz,10.135.75.31,VDICHWY-AP0ETRO,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-g3f6zdf2f,awadley,wsb-6m4xgd4tz,10.135.70.71,VDICHWY-JJ46ACB,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 13:05:04.608000-05:00,1
ws-wjyvlz59h,mcontrerasvargas,wsb-6m4xgd4tz,10.135.73.10,VDICHWY-HFDKGTL,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-29dhnfp35,ksmith22,wsb-1dtmwzl2v,10.113.36.198,EC2AMAZ-Q9VD1N2,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:52:48.157000-05:00,0
ws-7vkx1bpt9,amohammed1,wsb-dqxtkgx0n,10.113.24.202,EC2AMAZ-G65T31R,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:49:13.925000-05:00,0
ws-0cdb5fdcj,aestrada6,wsb-6m4xgd4tz,10.135.72.198,VDICHWY-EU170GE,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:53:25.188000-05:00,0
ws-dwbjybwqd,syenumula,wsb-1dtmwzl2v,10.113.36.185,EC2AMAZ-4DQ944C,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-21 20:50:45.612000-05:00,5
ws-6qsg6y994,mtorpey,wsb-6m4xgd4tz,10.135.64.22,VDICHWY-C8ANEGK,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 19:46:59.831000-05:00,0
ws-5rpfl8xbv,ovicks,wsb-6m4xgd4tz,10.135.74.134,VDICHWY-OJT7SA1,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-24 17:29:26.336000-05:00,2
ws-971mnprhp,alofton1,wsb-6m4xgd4tz,10.135.75.54,VDICHWY-M24OAMG,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 17:48:24.321000-05:00,1
ws-7cdqf24zp,CTellez,wsb-6m4xgd4tz,10.135.68.85,VDICHWY-O978HTE,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-kglx5v72y,acarpio3,wsb-6m4xgd4tz,10.135.68.124,VDICHWY-5AOGI9R,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 17:57:23.675000-05:00,0
ws-vq45z1d19,treeves,wsb-6m4xgd4tz,10.135.70.247,VDICHWY-P3J74PK,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:52:40.437000-05:00,0
ws-htt3jbzcj,bfracchiol,wsb-6m4xgd4tz,10.135.74.88,VDICHWY-KA2GJEH,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 18:32:24.404000-05:00,1
ws-hr3cfdqn9,kperdue2,wsb-6m4xgd4tz,10.135.71.97,VDICHWY-TN80UM7,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 22:03:26.339000-05:00,0
ws-7tyjgrk0w,anorrell,wsb-6m4xgd4tz,10.135.77.97,VDICHWY-VOKD15O,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-19 03:34:30.613000-05:00,8
ws-vb6jb0r2b,arangel,wsb-1dtmwzl2v,10.113.37.194,EC2AMAZ-KS0I4CS,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-6chqr7twz,bsotelo,wsb-6m4xgd4tz,10.135.69.127,VDICHWY-7VP6D1T,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 19:31:47.841000-05:00,0
ws-gj555l402,bpatil,wsb-83j5dqqlr,10.113.37.215,EC2AMAZ-COAGA2T,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-vr7xg1hyl,ddavis57,wsb-6m4xgd4tz,10.135.76.197,VDICHWY-MD7E06R,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 01:47:58.224000-05:00,1
ws-hn5fq9ynp,mcain2,wsb-6m4xgd4tz,10.135.76.217,VDICHWY-UV16N9L,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:52:08.557000-05:00,0
ws-wz31w5yhr,csandoval1,wsb-6m4xgd4tz,10.135.79.35,VDICHWY-K7696D4,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:50:46.708000-05:00,0
ws-4lpw77yy2,trogers14,wsb-6m4xgd4tz,10.135.64.194,VDICHWY-S0JIPMR,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 21:40:39.052000-05:00,0
ws-jndwq84b9,jdeltoro,wsb-6m4xgd4tz,10.135.79.72,VDICHWY-TU1HVJK,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-24 17:29:08.089000-05:00,2
ws-h20c9pnkl,sparedes,wsb-6m4xgd4tz,10.135.70.72,VDICHWY-64TJHD8,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:54:17.208000-05:00,0
ws-9nhbtygy9,lmcclure1,wsb-6m4xgd4tz,10.135.78.5,VDICHWY-OUG5U83,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:53:13.547000-05:00,0
ws-c07837kl3,ejohnson28,wsb-6m4xgd4tz,10.135.76.61,VDICHWY-BN2G080,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-1mwx79c5s,itaylor2,wsb-6m4xgd4tz,10.135.70.132,VDICHWY-HOCVQK6,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:53:42.643000-05:00,0
ws-4y8bl7jzg,kcole2,wsb-6m4xgd4tz,10.135.65.160,VDICHWY-DG1M00N,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:53:59.390000-05:00,0
ws-d7zsjt7qq,bmcculloch,wsb-1dtmwzl2v,10.113.37.236,EC2AMAZ-560K2VU,AVAILABLE,ALWAYS_ON,us-east-1,2022-02-05 09:07:19.437000-05:00,386
ws-7cjn2n50j,cspicer,wsb-7v01w2s1n,10.113.41.30,EC2AMAZ-KQU1068,AVAILABLE,ALWAYS_ON,us-east-1,2023-01-17 16:06:16.078000-05:00,40
